prompt,prompt_id,file_count,contain_keyword,n,eh,v,axr
"Our boy didn't chicken out, no sir.",si2030,1,False,2,0,0,1
Whatever you tell him he will dive.,si2031,1,False,0,2,2,0
He took a big swig of his drink.,si2032,1,False,0,0,1,0
It would be a colossal shame to throw away a story like this.,si2033,1,False,0,0,0,0
Make it come off all right.,si2034,1,False,0,0,0,0
He felt a good deal less shaky.,si2035,1,False,0,2,0,0
"As his feet slowed, he felt ashamed of the panic and resolved to make a stand.",si2036,1,False,3,1,2,0
He crossed the next meadow and climbed a tree where the jungle trail resumed.,si2037,1,False,1,1,0,1
"He murmured to himself, with firmness: no surrender.",si2038,1,False,3,2,0,3
"His superiors had also preached this, saying it was the way for eternal honor.",si2039,1,False,1,2,0,1
His comrades were all dead.,si2040,1,False,0,1,0,0
The shot reverberated in diminishing whiplashes of sound.,si2041,1,False,2,0,3,2
You came well equipped to die.,si2042,1,False,0,1,0,0
"Are you a thrower of flame, marine?",si2043,1,False,1,0,0,1
Wet also were the marine's fatigues and the face had an oily film.,si2044,1,False,3,2,0,1
Before much longer the marine quieted down.,si2045,1,False,2,0,0,1
"He straightened up, alert now as the buffalo hunter came closer.",si2046,1,False,1,0,0,2
"Stay right here where you are, kid, he called.",si2047,1,False,0,1,0,1
"The kid has no manners, boys.",si2048,1,False,2,1,0,0
Shall we teach him some?,si2049,1,False,0,1,0,0
A third shot doused the light.,si2050,1,False,0,0,0,0
He'll shoot up the town.,si2051,1,False,1,0,0,0
The entire length of the street could be raked with rifle fire from this barn.,si2052,1,False,2,1,1,1
He sized up the situation and shook his head.,si2053,1,False,1,1,0,0
"He slipped outside, hugging the walls of buildings and dodging into doorways.",si2054,1,False,3,0,1,0
Can't seem to locate landmarks in this snow.,si2055,1,False,3,0,0,0
All that time rifle barrels were pointing unwaveringly at his head and body.,si2056,1,False,3,4,2,2
"He strolled back to the door, whistling softly, hands still clasped behind him.",si2057,1,False,2,0,0,0
Why ain't you playin' ball?,si2058,1,False,2,0,0,0
They played crack the whip a few minutes without mishap.,si2059,1,False,0,0,0,0
"Thank you, she said, dusting herself off.",si2060,1,False,0,2,0,1
Maybe some other day.,si2061,1,False,0,0,0,0
"Oh, shucks, the girl said.",si2062,1,False,0,1,0,1
To his surprise his plan worked perfectly.,si2063,1,False,1,0,0,1
He was gifted with animal magnetism and a potent allure for women of any race.,si2064,1,False,2,2,1,1
"Lifting her skirts, she climbed in, never relinquishing her grip on his arm.",si2065,1,True,3,1,1,2
He saw a pint-sized man with a graying spade beard and an unusually large head.,si2066,1,False,3,2,0,0
"Yeah, seems so, don't it, the boy laughed, hugging her close.",si2067,1,False,1,0,0,1
We don't know this guy.,si2068,1,False,1,0,0,0
His head came up and he said it defiantly.,si2069,1,False,2,3,0,0
"Come sit, he repeated, motioning to the piled hay bags, over the pig leavings.",si2070,1,False,0,1,2,0
"Yeah, but what're we gonna eat?",si2071,1,False,1,0,0,0
He reached once more into the carpet bag and brought up a package of wieners.,si2072,1,False,1,0,1,1
"He ripped down the cellophane carefully, and laid three dogs on the tin foil.",si2073,1,False,5,3,0,0
"How come you're riding the rods, kids like you?",si2074,1,False,0,0,0,1
Now forget all this other.,si2075,1,False,1,1,0,0
"You gonna give me a drink, fella?",si2076,1,False,0,1,0,0
"Maybe you and me will, girlie, but these two ain't goin' nowhere.",si2077,1,False,3,2,0,0
Or the bay of female dogs in heat.,si2078,1,False,1,0,0,0
They had slapped their thighs.,si2079,1,False,0,2,0,0
He would not carry a brief case.,si2080,1,False,1,1,0,0
"All the while she sat there, her sinewy arms swirled before her chest.",si2081,1,False,1,3,0,4
"You're boiling milk, ain't you?",si2082,1,False,1,0,0,1
Above him slid the evasive shadow of a storm cloud.,si2083,1,False,0,0,4,0
"What about a tea room, then?",si2084,1,False,1,1,0,0
"She was so beautiful, so valiant, so pitiable.",si2085,1,False,0,0,1,0
Absolution for his lie?,si2086,1,False,0,0,0,0
Why lacerate the -- congregation?,si2087,1,False,1,0,0,2
He'd had no idea how unhappy his sweet peach had been.,si2088,1,False,3,2,0,0
If he ever did such a thing again she'd die of shame.,si2089,1,False,1,1,2,0
He swung in through his own wide gateway.,si2090,1,False,2,0,0,0
"No temptation, no virtue?",si2091,1,False,3,2,1,0
Go change your shoes before you turn around.,si2092,1,False,3,0,0,2
"He then offered his own estimate of the weather, which was unenthusiastic.",si2093,1,False,1,3,0,2
He scowled at her flowers.,si2094,1,False,0,0,0,1
"My dad did it, and he lived to a great age.",si2095,1,False,0,0,1,0
Ran away on a black night with a lawful wedded man.,si2096,1,False,2,1,0,0
"Left mine many a time, only she never knew it.",si2097,1,True,5,3,1,1
He gave a short hard laugh and looked at her knowingly.,si2098,1,False,2,0,1,0
But she suffered in her off-duty hours.,si2099,1,False,1,0,0,3
"Then, after a while, she went to her mirror.",si2100,1,False,2,2,0,4
Just why anybody should wish to start a riot the executive officer didn't know.,si2101,1,False,0,1,1,2
"He may not rise to the heights, but he can get by, and eventually be retired.",si2102,1,False,2,2,1,1
See you in about an hour.,si2103,1,False,1,0,0,1
"Ahah, he thought, a lush divorcee at last.",si2104,1,False,0,0,1,0
"It gave her a lewd, winking effect.",si2105,1,False,1,1,1,0
Our key salesmen are in appliances and cosmetics.,si2106,1,False,3,2,0,1
It sounded silly; why go on?,si2107,1,False,2,0,0,0
Don't forget whiskey; it's such a big seller.,si2108,1,False,1,2,0,2
"She looked crestfallen, as if he had somehow disappointed the whole human race.",si2109,1,False,2,1,0,0
With any luck at all he could easily find a flowerpot.,si2110,1,False,2,1,0,1
But roulette's not my game.,si2111,1,False,1,1,0,0
He's a pinto and he photographs wonderfully.,si2112,1,False,1,0,0,1
"How's your luck, honey?",si2113,1,False,1,0,0,1
"Stake me, she said, and let me at those dice.",si2114,1,False,0,2,0,0
Named after the ballet.,si2115,1,False,1,0,0,1
Is there any word you would like to offer in your own defense?,si2116,1,False,3,3,0,0
"He saw the dangers, not the glories of being identified as a mutineer.",si2117,1,False,2,2,1,1
There is not space to hold or force to guard any increased number of prisoners.,si2118,1,False,3,0,1,3
The instinct of discipline has been lost.,si2119,1,False,3,0,0,0
"He paused, then added: ""Everything on a ship is a weapon.""",si2120,1,False,2,3,1,0
Another field had given him fame enough to satisfy any egotist.,si2121,1,False,4,0,1,0
Now the hope was gone.,si2122,1,False,2,0,0,0
This tragic lad had forged his own shackles.,si2123,1,False,1,0,0,0
The air smelled warmish and foul.,si2124,1,False,1,2,0,0
"His black hat with its wide brim, high crown, and fur trim rode high.",si2125,1,False,2,0,0,0
One white hand poised a stick above his desk.,si2126,1,False,2,1,1,0
The guttural language from the ghetto stopped.,si2127,1,False,0,1,0,0
Some of them ignored the texts and had apparently memorized the words long ago.,si2128,1,False,3,5,1,0
His body pitched back and forth on the bench.,si2129,1,False,2,1,0,0
Does this bother you?,si2130,1,False,0,0,0,1
You had to be stupid or crazy or immortal.,si2131,1,False,0,1,0,0
She took it with her wherever she went; she chose it.,si2132,1,False,1,3,1,3
Here they did not need to be in ghettos.,si2133,1,False,2,2,0,0
"All his family was dead, except for his son.",si2134,1,False,1,2,0,1
You feel him every mile further away.,si2135,1,False,0,1,1,1
Each of us had his own specialty besides.,si2136,1,False,1,1,1,0
"The eye is all, inward or outward.",si2137,1,False,1,0,0,2
Why should this suddenly assail her?,si2138,1,False,0,0,0,1
Then the telephoning began.,si2139,1,False,3,1,0,0
Was it a hysterical release from the long strain of vigilance of those weeks?,si2140,1,False,2,1,2,1
It was nobody's fault.,si2141,1,False,1,0,0,0
She overplayed her hand.,si2142,1,False,1,0,1,2
Why put such a high value on being top dog?,si2143,1,False,1,0,1,0
Why are you trying to worry me?,si2144,1,False,1,0,0,0
Was she just naturally sloppy about everything but her physical appearance?,si2145,1,False,2,3,1,1
"But it was a hopeful sign, he told himself.",si2146,1,False,1,1,0,0
When they got home at midnight she was tired out.,si2147,1,False,2,0,0,1
Look somewhere else.,si2148,1,False,0,1,0,1
"Let's be fine superior people of great dignity, he said as if he were joking.",si2149,1,False,2,3,1,2
"Then he fled, not waiting to see if she minded him or took notice of his cry.",si2150,1,False,4,1,1,1
"He sank back, sighing, and was soon asleep again.",si2151,1,False,3,1,0,0
His fingers fumbled across the bandages.,si2152,1,False,1,0,0,1
He recognized his jacket and trousers.,si2153,1,False,1,1,0,1
She must have put his clothes in the closet.,si2154,1,False,1,0,1,0
He was kneeling to tie his shoelaces.,si2155,1,False,1,0,0,0
His fingers felt absurdly thick and clumsy.,si2156,1,False,1,1,0,1
Who would take over?,si2157,1,False,0,0,1,1
For a moment he felt like a thief discovered.,si2158,1,False,1,1,1,1
Her face seemed to float in an implausibly bright shaft of sunlight.,si2159,1,False,2,0,1,1
He had never felt particularly close to her.,si2160,1,True,1,3,1,2
Forget we ever knew what?,si2161,1,False,1,2,1,2
His voice seemed thick and purposeless.,si2162,1,False,1,0,1,0
Are you positive you'll be all right by yourself?,si2163,1,False,0,1,1,1
Take care of yourself then.,si2164,1,False,1,3,1,1
"No, really, right as rain.",si2165,1,False,1,0,0,0
"Look, sweetheart, some fool was.",si2166,1,False,0,0,0,0
A smile pulled at the lower strip of adhesive tape.,si2167,1,False,0,1,2,1
They make us conformists look good.,si2168,1,False,0,0,0,0
"Upstairs, busy feet, showering like raindrops, pattered around her room.",si2169,1,False,2,1,0,5
"His dark brows, which had been lowered in anger, smoothed.",si2170,1,False,2,1,0,2
How long would it be occupied?,si2171,1,False,0,0,0,0
Strength began to zip up and down his chest.,si2172,1,False,3,2,0,0
He wadded his sweat shirt into a ball and stripped down to his swimming trunks.,si2173,1,False,3,2,0,0
"Aw, shut up, he said.",si2174,1,False,0,1,0,0
"Shivering, he put on his clothes.",si2175,1,False,1,0,1,1
"Watch it, big shot, a hoarse voice yelled back.",si2176,1,False,0,1,1,0
She was holding on to his rock with one hand.,si2177,1,False,2,0,0,0
Her cough sounded like cloth ripping.,si2178,1,False,1,0,0,1
My mother never wops me.,si2179,1,True,1,1,1,1
She spouted a mouthful of water into the air.,si2180,1,False,1,0,1,1
"Part collie, part wire-haired terrier.",si2181,1,False,0,2,0,2
Naturally curly hair runs in my family.,si2182,1,False,3,1,0,2
Books are for schnooks.,si2183,1,False,1,0,0,0
Either that or a veterinarian.,si2184,1,False,2,2,1,2
She said sharks have no bones and shrimp swam backward.,si2185,1,False,3,2,1,1
Her face turned pink with pleasure and a smothered cough.,si2186,1,False,1,1,0,2
He daydreamed on the rock while she swam and splashed around.,si2187,1,False,3,0,0,1
He says he'll be here on the one-o'clock plane.,si2188,1,False,2,1,0,0
You saw them always together those years.,si2189,1,False,0,1,0,2
"Now you know she could've, but she isn't that kind of girl.",si2190,1,False,4,1,2,0
She didn't even give me a chance to refuse.,si2191,1,False,2,1,2,1
But now she looked ugly.,si2192,1,False,1,0,0,0
Now maybe they'd realize that life can be tough.,si2193,1,False,2,1,0,0
"He had fallen into a soft job, and now the job was gone and he was stranded.",si2194,1,False,5,2,0,0
"""Virus infection nothing!"", she'd scream at him.",si2195,1,False,2,1,1,1
A profession that brought me as good an income as mine wasn't to be sneezed at.,si2196,1,False,5,1,0,0
"The ward was a small one, four beds, kept reserved for female alcoholics.",si2197,1,False,1,3,0,1
"But if she wasn't interested, she'd just go back to the same life she'd left.",si2198,1,False,2,1,0,1
Will you tell me why?,si2199,1,False,0,1,0,0
"She went on, disregarding my protests.",si2200,1,False,2,2,0,0
Just let me die in peace.,si2201,1,False,1,1,0,0
"A long, long way down.",si2202,1,False,1,0,0,0
The reasons for this dive seemed foolish now.,si2203,1,False,2,0,1,1
Pretty soon a woman came along carrying a folded umbrella as a walking stick.,si2204,1,False,1,0,0,0
"She saw me and sat down beside me, three feet away.",si2205,1,False,1,0,0,0
"Not good looking, but self-confident and wise so that it made her attractive.",si2206,1,False,2,2,2,1
"As we ate, we talked.",si2207,1,False,0,0,0,0
"Yes, because you didn't run off to use that new toothbrush.",si2208,1,False,2,1,0,0
"A bullet, she answered.",si2209,1,False,1,0,0,0
No return address whatsoever.,si2210,1,False,2,2,1,1
He was full of heavy family reminiscence.,si2211,1,False,1,2,2,0
The rides were tame enough -- mostly we talked.,si2212,1,False,1,0,0,2
Somebody with no vices.,si2213,1,False,1,0,1,0
And never show my face or my truck around here again.,si2214,1,True,3,3,1,2
It was as blissful and fulfilling a night as any bride ever experienced.,si2215,1,False,4,4,1,1
It's never wrong if love is real.,si2216,1,True,1,1,2,0
"He'd not only told me so, he'd proved it.",si2217,1,False,2,0,1,0
No price is too high when true love is at stake.,si2218,1,False,2,0,1,0
"Share bath, maybe -- but share refrigerator?",si2219,1,False,0,2,1,2
The red pills are a vitamin-and-iron compound.,si2220,1,False,3,1,1,1
This is a sleeping capsule.,si2221,1,False,0,0,0,0
"You young men get to be my age, you won't take flu so lightly.",si2222,1,False,2,1,0,0
"In these damp circumstances, he was an odds-on bet to develop pneumonia.",si2223,1,False,6,2,1,0
"Fine, day after tomorrow, she added.",si2224,1,False,1,0,0,2
"Run-down, iron-poor.",si2225,1,False,3,0,0,0
"But then, redheads are often pale.",si2226,1,False,2,3,0,0
"You're having a miserable time, aren't you?",si2227,1,False,1,0,1,0
Suppose what's-his-name got a sunburn?,si2228,1,False,3,0,0,0
How's your sunburn now?,si2229,1,False,2,0,0,1
When he finally did he had to duck his head quickly away as the pitch came in.,si2230,1,False,3,2,0,0
"They were both walking towards each other, unhurried.",si2231,1,False,1,0,0,0
Fights sprang up and were quickly squelched.,si2232,1,False,1,3,0,1
Why the hell didn't you come out when you saw them gang up on me?,si2233,1,False,2,2,0,0
"Nobody else did, either.",si2234,1,False,1,1,0,1
You don't belong in professional baseball.,si2235,1,False,3,1,0,1
Now don't tell me what a good ball player you are.,si2236,1,False,1,1,0,1
Baseball's no cinch.,si2237,1,False,2,0,0,0
His lips felt glued together.,si2238,1,False,0,2,0,1
The leagues are full of guys like that.,si2239,1,False,0,0,1,0
Why not try another club?,si2240,1,False,2,0,0,1
He needs outfielders bad.,si2241,1,False,1,0,0,0
Twenty-two or twenty-three.,si2242,1,False,2,2,0,0
"Snakes are ugly, he said again.",si2243,1,False,2,2,0,0
Nobody likes snakes.,si2244,1,False,2,0,0,0
He could take the advice or leave it.,si2245,1,False,0,0,2,1
"Real bright along those lines, you might say.",si2246,1,False,1,0,0,0
Weakness in leadership.,si2247,1,False,2,0,0,0
She always could sense the shag end of a woolly day.,si2248,1,False,1,1,1,0
Did you know he is advertising his ham-radio equipment for sale this weekend?,si2249,1,False,3,1,1,2
All your wishful thinking won't change that.,si2250,1,False,2,1,0,0
He had always been a messy and negligent man.,si2251,1,False,4,2,0,0
Half slyly he enjoyed seeing her stoop to lift the things.,si2252,1,False,1,0,0,1
"More, he could take at leisure.",si2253,1,False,0,1,0,2
Quietly he determined to foil her.,si2254,1,False,1,0,0,1
"He swung around, eyes toward the bedroom, some fifteen feet away.",si2255,1,False,2,1,0,0
Suppose he ran up the white flag altogether?,si2256,1,False,0,1,0,1
But his resolution hardly seemed to help.,si2257,1,False,0,2,0,0
"You were in a hurry, weren't you?",si2258,1,False,1,0,0,0
"The tale, he thought, would become less gay.",si2259,1,False,0,1,0,0
"Heavy industry, slanted toward inexhaustible government coffers, attracted him.",si2260,1,False,3,1,2,1
We're here to transact business.,si2261,1,False,2,0,0,0
We've all been rich and spoiled long enough to hate the machine age.,si2262,1,False,4,0,1,0
Nobody else showed pleasure.,si2263,1,False,1,2,0,1
"Hello, boss, he said, and grinned.",si2264,1,False,1,2,0,0
That worm a murderer?,si2265,1,False,0,0,0,0
His manhood had been attacked.,si2266,1,False,1,0,0,0
Joking stopped and everyone gathered around.,si2267,1,False,3,1,1,1
"Needless to say, my art suffered drastically during this turbulent period.",si2268,1,False,2,0,0,2
Could it do otherwise?,si2269,1,False,0,0,0,1
Dogs did something to one's ego.,si2270,1,False,1,0,0,0
Add things as you find you need 'em.,si2271,1,False,2,1,0,0
Perhaps one bored holes in the stone with some kind of an electric gadget.,si2272,1,False,3,1,1,1
It all seemed rather hopeless.,si2273,1,False,0,0,0,1
"No, he didn't know of any handyman-carpenter.",si2274,1,False,5,0,1,1
It all did look very efficient and shipshape.,si2275,1,False,1,2,1,0
One species of ambiguity tries to baffle by interweaving repetition.,si2276,1,False,2,2,2,1
Another stock vaudeville gag ran: mother is home sick in bed with the doctor.,si2277,1,False,3,1,2,2
"View takes in five counties, two bedrooms.",si2278,1,False,2,1,2,0
Officials meet on rubbish.,si2279,1,False,1,0,0,0
Many shapes in bathtubs.,si2280,1,False,1,1,0,0
Samples: he walked in upon her invitation.,si2281,1,False,2,0,1,0
Not without good reason has the anatomical been called jocular journalese.,si2282,1,False,5,1,0,0
In news items a man is less often shot in the body or head than in the suburbs.,si2283,1,False,6,3,0,2
A woman met a famous author at a literary tea.,si2284,1,False,1,3,0,1
The girl nodded understandingly.,si2285,1,False,3,0,0,1
"Yes, sir, she said, is that definite?",si2286,1,False,1,3,0,0
"Of course, dear, she said.",si2287,1,False,0,1,1,1
Another brand of indefinite reference arises out of the use of the double verb.,si2288,1,False,4,2,4,2
"Finally he asked, do you object to petting?",si2289,1,False,1,2,0,0
"Ambiguity arises when the pronoun ""it"" carries a twofold reference.",si2290,1,False,4,4,0,0
"That is only partly non-nonsense, he began.",si2291,1,False,6,1,0,0
Is it anything like cooked-over oatmeal?,si2292,1,False,0,1,1,1
Those were especially the ones that all other grownups laughed at loudest.,si2293,1,False,2,3,0,1
Just long enough to make you feel important.,si2294,1,False,1,0,0,0
Their curiosity went happily out of bounds.,si2295,1,False,2,1,0,0
"Yes, ma'am, the children chorused heartily.",si2296,1,False,1,1,0,0
"One could hear a very faint, ladylike sigh of relief.",si2297,1,False,1,1,2,0
"As a result, he was persuaded out to dinner.",si2298,1,False,1,3,0,2
"Sometimes, he coincided with my father's being at home.",si2299,1,False,1,1,0,0
My mother was beside herself with curiosity.,si2300,1,False,0,1,0,1
Very peculiar retribution indeed seems to overtake such jokers.,si2301,1,False,1,2,2,3
"Whosoever violates our rooftree, the legend states, can expect maximal sorrow.",si2302,1,False,1,3,2,0
"In short, and to borrow an arboreal phrase, slash timber.",si2303,1,False,3,1,0,1
"Now he's bought it, said my wife contentedly.",si2304,1,False,3,2,0,0
As you can count on me to do the same.,si2305,1,False,2,1,0,0
"Yes, ma'am, it sure was.",si2306,1,False,0,1,0,0
"I always say you've got a wonderful husband, Miss Margaret.",si2307,1,False,2,0,1,1
"May I get some more cookies, Nora?",si2308,1,False,1,0,0,0
"Well, wait until you finish what you've got, Davy.",si2309,1,False,1,1,1,0
And now Nora -- don't you encourage him!,si2310,1,False,3,0,0,1
"Why Nora, the very idea!",si2311,1,False,1,1,1,0
"Nora, I think you imagine it.",si2312,1,False,2,1,0,0
"Well, Junior, didn't he eat only one and Mr. Henry didn't even do that well.",si2313,1,False,6,3,1,1
"But everybody calls you ""Junior""!",si2314,1,False,1,1,1,1
"Junior, what on earth's the matter with you?",si2315,1,False,2,0,0,1
"Davy Mathews! It's disgusting, the way you're always eating!",si2316,1,False,1,0,1,1
"Well, I guess I ought to dust out that desk anyhow.",si2317,1,False,0,4,0,0
"Don't they still call you ""Junior"", as though you're about ten years old?",si2318,1,False,3,1,0,0
Maybe they're delivering the desk now!,si2319,1,False,2,2,2,0
This is the second year your mother's donated my fishing tackle to the bazaar.,si2320,1,False,1,1,0,1
"She didn't donate anything of yours, did she?",si2321,1,False,2,1,1,1
"He told me so today, coming up on the train.",si2322,1,False,2,0,0,0
When we left Washington his son Tad was ill and Mrs. Lincoln hysterical.,si2323,1,False,4,4,0,1
"Keep your seats, boys, I just want to put some finishing touches on this thing.",si2324,1,False,3,0,0,1
Then may I ask where these muddy foot prints came from?,si2325,1,False,2,2,0,0
"Not very well behaved, is she, to run out on a play mate?",si2326,1,False,2,1,2,0
I'm sorry but I shall have to search this house.,si2327,1,False,0,0,1,0
"Oh Mother, I saw them!",si2328,1,False,0,1,0,0
"And Nathan, did he see them too?",si2329,1,False,2,1,0,0
I'm going to search this house.,si2330,1,False,0,0,0,0
"Now if you'll pardon me, I won't keep him waiting.",si2331,1,False,2,0,0,0
I saw your horse outside.,si2332,1,False,0,0,0,0
You're to report back to headquarters at once.,si2333,1,False,1,2,0,0
But I'm so sunburned that every move I make is agony.,si2334,1,False,3,2,2,1
"May I go and get Cassandra, Momma?",si2335,1,False,2,1,0,0
"Well, there are other things to do right now.",si2336,1,False,1,1,0,0
"Alice, I tell you my feet are like chopped beefsteak.",si2337,1,False,0,1,0,0
I've got to bathe my feet.,si2338,1,False,0,0,1,0
"Gosh, the house does look like a morgue, though.",si2339,1,False,0,0,0,0
"You'd think her stomach would've got used to it, in three weeks.",si2340,1,False,1,0,1,1
"Yes, yes, we'll let you know.",si2341,1,False,1,3,0,0
Not when I was a kid!,si2342,1,False,1,0,0,0
